Date,Navy & their close contacts,Kandakadu cluster & their close contacts,Minuwangoda Cluster,Fish Market\ Harbour Cluster,Prison cluster,New Year Cluster,Others
31/05/2021,950,651,3059,82785,5952,85093,313
